Hour,Consumption Sma (kWh/h),Consumption Saft (kWh/h),Turbine Production (kWh/h),DH plant Consumption (kWh/h),FCR-N (EUR/MW),FCR-N (MW),FCR-D up (EUR/MW),FCR-D up (MW),FCR-D down (EUR/MW),FCR-D down (MW),Irradiance (Wh/m2),Day Ahead (EUR/MWh)
2021-03-01 00:00:00,98.6,2496.4,3648.0,552.0,19.0857036654275,0.8,35.332645331018,0.0,0.0,0.0,0.0,20.15
2021-03-01 01:00:00,104.3,2418.8,3200.0,504.0,18.6390567837838,0.3,35.4576427634456,0.0,0.0,0.0,0.0,19.34
2021-03-01 02:00:00,98.10000000000001,2442.4,3816.0000000000005,584.0000000000005,18.6361625627171,0.0,35.97622,0.0,0.0,0.0,0.0,18.88
2021-03-01 03:00:00,109.9,2454.4,2872.0000000000005,552.0000000000005,18.4509483899614,0.0,35.0831345189504,0.0,0.0,0.0,0.0,20.19
2021-03-01 04:00:00,124.60000000000001,2400.4,1984.0,567.9999999999998,17.6288173513514,0.0,36.5482971779859,0.0,0.0,0.0,0.0,23.46
2021-03-01 05:00:00,129.4,2238.8,832.0000000000001,560.0000000000001,18.0419167434944,0.0,36.5140194743378,0.0,0.0,0.0,0.0,43.86
2021-03-01 06:00:00,167.3,2472.4,800.0,568.0,18.5687997695167,2.1,39.5815379063485,0.0,0.0,0.0,3.4582001985612627,56.1
2021-03-01 07:00:00,150.40000000000003,2490.4,800.0,616.0,19.0043984981413,3.0,40.5059316359551,0.0,0.0,0.0,104.88502329450974,65.09
2021-03-01 08:00:00,160.29999999999998,2556.0,1264.0,592.0,19.0244920780669,3.1,41.0485318598636,0.0,0.0,0.0,230.95553401140532,66.38
2021-03-01 09:00:00,151.60000000000002,2628.0,3160.0,568.0,17.8082663706564,1.0,41.056620986014,0.0,0.0,0.0,333.9231049216704,59.16
2021-03-01 10:00:00,147.3,2460.0,3152.0,472.0,17.6673546153846,1.0,39.9637929387662,0.0,0.0,0.0,401.5883189180886,52.4
2021-03-01 11:00:00,149.8,2616.0,2632.0,408.0,17.832287027027,1.0,40.2083142079429,0.0,0.0,0.0,428.0918256596326,43.41
2021-03-01 12:00:00,146.6,2544.0,2008.0,367.9999999999998,17.8414978378378,1.0,39.6623133697281,0.0,0.0,0.0,411.32993385429745,41.04
2021-03-01 13:00:00,152.1,2514.0000000000005,1616.0,416.0,18.9479392490706,2.1,39.4256171941376,0.0,0.0,0.0,352.6496839878882,39.1
2021-03-01 14:00:00,163.89999999999998,2448.0,1976.0000000000002,408.0000000000002,19.193950401487,2.1,39.0408148358017,0.0,0.0,0.0,257.013244740092,39.07
2021-03-01 15:00:00,179.1,2628.0,2128.0,368.0,20.5203532007435,3.0,40.0192977480009,0.0,0.0,0.0,134.5714351611896,40.75
2021-03-01 16:00:00,172.9,2520.0,2576.0,408.0,20.5216677360595,3.0,40.4521880121841,0.0,0.0,0.0,16.965467661546846,42.08
2021-03-01 17:00:00,145.5,2424.4,3576.0,488.0,19.843284124031,2.0,39.862476894198,0.0,0.0,0.0,0.0,54.44
2021-03-01 18:00:00,163.29999999999998,2370.4,3528.0,528.0,18.420404046875,1.0,40.4511382130816,0.0,0.0,0.0,0.0,66.84
2021-03-01 19:00:00,158.1,2382.8,2896.0000000000005,568.0,17.8531267246964,1.0,40.4673764,0.0,0.0,0.0,0.0,50.07
2021-03-01 20:00:00,158.0,2418.8,2208.0,495.9999999999998,18.0451556962025,1.2,41.1884582295539,0.0,0.0,0.0,0.0,45.07
2021-03-01 21:00:00,164.3,2412.4,3528.0,536.0,18.1319003987961,0.0,40.9604956928059,0.0,0.0,0.0,0.0,36.42
2021-03-01 22:00:00,178.7,2370.4,3424.0000000000005,496.00000000000045,18.1495002007435,0.3,40.4879791093984,0.0,0.0,0.0,0.0,31.87
2021-03-01 23:00:00,191.8,2466.4,3744.0,544.0,18.7166655315985,0.0,40.8946393884437,0.0,0.0,0.0,0.0,23.97
2021-03-02 00:00:00,171.2,2472.8,3736.0,544.0,18.2931703717472,0.0,34.474044813645,0.0,0.0,0.0,0.0,43.25
2021-03-02 01:00:00,139.1,2424.4,3712.0,520.0,18.1477393513514,0.0,33.7130389893617,0.0,0.0,0.0,0.0,23.54
2021-03-02 02:00:00,118.10000000000002,2526.4000000000005,3448.0,543.9999999999995,18.2663551081081,0.0,33.6493858130497,0.0,0.0,0.0,0.0,23.16
2021-03-02 03:00:00,113.60000000000001,2526.4000000000005,2544.0,488.0,18.2901541119691,0.0,34.1263542015248,0.0,0.0,0.0,0.0,24.38
2021-03-02 04:00:00,119.10000000000001,2562.4000000000005,3032.0,528.0,17.9097201312741,0.0,35.5043108419023,0.0,0.0,0.0,0.0,25.76
